1,0.009863,0.0032877
2,0.090123,0.030041
3,0.097064,0.032355
4,0.057384,0.019128
5,0.078717,0.026239
6,0.18149,0.060498
7,0.14968,0.049893
8,0.11891,0.039636
9,0.13872,0.046239
10,0.16409,0.054696
11,0.25601,0.085338
12,0.22992,0.076638
13,0.25609,0.085362
14,0.26611,0.088704
15,0.24011,0.080037
16,0.33976,0.11325
17,0.29552,0.098508
18,0.31024,0.10341
19,0.35942,0.11981
20,0.36425,0.12142
21,0.37016,0.12339
22,0.41556,0.13852
23,0.46049,0.1535
24,0.44538,0.14846
25,0.42828,0.14276
26,0.43718,0.14573
27,0.47725,0.15908
28,0.45273,0.15091
29,0.55429,0.18476
30,0.54434,0.18145
31,0.52036,0.17345
32,0.56866,0.18955
33,0.53872,0.17957
34,0.63622,0.21207
35,0.61096,0.20365
36,0.63813,0.21271
37,0.65669,0.2189
38,0.68471,0.22824
39,0.67047,0.22349
40,0.65782,0.21927
41,0.7123,0.23743
42,0.68812,0.22937
43,0.77383,0.25794
44,0.72047,0.24016
45,0.82876,0.27625
46,0.82424,0.27475
47,0.86041,0.2868
48,0.83467,0.27822
49,0.82409,0.2747
50,0.84266,0.28089
51,0.90923,0.30308
52,0.94933,0.31644
53,0.90234,0.30078
54,0.95862,0.31954
55,0.911,0.30367
56,0.97637,0.32546
57,0.97639,0.32546
58,1.0231,0.34102
59,0.99278,0.33093
60,0.99281,0.33094
61,1.0451,0.34837
62,1.0807,0.36022
63,1.0465,0.34885
64,1.0953,0.36509
65,1.1319,0.3773
66,1.166,0.38868
67,1.1308,0.37694
68,1.1569,0.38563
69,1.2218,0.40725
70,1.2201,0.40669
71,1.1909,0.39695
72,1.2593,0.41977
73,1.2291,0.4097
74,1.2444,0.4148
75,1.2339,0.41131
76,1.2875,0.42916
77,1.3104,0.43679
78,1.3138,0.43792
79,1.3291,0.44303
80,1.3409,0.44697
81,1.427,0.47567
82,1.436,0.47867
83,1.4064,0.4688
84,1.4313,0.47709
85,1.4565,0.4855
86,1.4656,0.48854
87,1.4603,0.48677
88,1.549,0.51632
89,1.485,0.49501
90,1.5695,0.52317
91,1.5033,0.50109
92,1.5499,0.51662
93,1.6082,0.53607
94,1.6144,0.53815
95,1.5836,0.52786
96,1.6786,0.55952
97,1.6543,0.55144
98,1.6418,0.54727
99,1.6912,0.56373
100,1.7415,0.58052
101,1.7562,0.58541
102,1.7316,0.57719
103,1.7443,0.58142
104,1.7478,0.58261
105,1.7389,0.57962
106,1.8254,0.60846
107,1.7799,0.59329
108,1.8189,0.60631
109,1.8396,0.6132
110,1.9052,0.63507
111,1.8355,0.61182
112,1.9344,0.6448
113,1.8955,0.63182
114,1.9084,0.63612
115,1.9488,0.64961
116,1.9896,0.66319
117,1.9536,0.6512
118,1.9716,0.65721
119,2.0643,0.6881
120,2.0427,0.68089
121,2.0304,0.67681
122,2.1134,0.70448
123,2.1229,0.70764
124,2.069,0.68967
125,2.0668,0.68895
126,2.1545,0.71817
127,2.1868,0.72892
128,2.1285,0.7095
129,2.1372,0.71241
130,2.2098,0.73661
131,2.2271,0.74237
132,2.235,0.74499
133,2.2008,0.73358
134,2.2856,0.76185
135,2.3279,0.77598
136,2.3374,0.77912
137,2.278,0.75933
138,2.3188,0.77293
139,2.3242,0.77473
140,2.3727,0.7909
141,2.3946,0.7982
142,2.3801,0.79336
143,2.4465,0.81549
144,2.4629,0.82097
145,2.4781,0.82604
146,2.4518,0.81726
147,2.4388,0.81292
148,2.5209,0.84029
149,2.566,0.85532
150,2.4996,0.83319
151,2.5114,0.83712
152,2.608,0.86932
153,2.5815,0.8605
154,2.6352,0.87839
155,2.6477,0.88255
156,2.602,0.86734
157,2.6247,0.87491
158,2.6221,0.87403
159,2.6942,0.89808
160,2.7277,0.90924
161,2.7178,0.90592
162,2.6861,0.89537
163,2.799,0.93301
164,2.7668,0.92225
165,2.7665,0.92218
166,2.7674,0.92246
167,2.8292,0.94308
168,2.8408,0.94695
169,2.8751,0.95837
170,2.832,0.94401
171,2.869,0.95634
172,2.8644,0.9548
173,2.9517,0.98391
174,2.9171,0.97237
175,2.9275,0.97584
176,2.9173,0.97242
177,3.0135,1.0045
178,2.9997,0.99991
179,3.0205,1.0068
180,3.0704,1.0235
181,3.0723,1.0241
182,3.0835,1.0278
183,3.0512,1.0171
184,3.105,1.035
185,3.1627,1.0542
186,3.1429,1.0476
187,3.1809,1.0603
188,3.2151,1.0717
189,3.2219,1.074
190,3.1714,1.0571
191,3.1701,1.0567
192,3.2284,1.0761
193,3.2014,1.0671
194,3.264,1.088
195,3.3285,1.1095
196,3.2749,1.0916
197,3.3053,1.1018
198,3.3265,1.1088
199,3.3831,1.1277
200,3.3991,1.133
201,3.3786,1.1262
202,3.3881,1.1294
203,3.4593,1.1531
204,3.4574,1.1525
205,3.4738,1.1579
206,3.5114,1.1705
207,3.4843,1.1614
208,3.5292,1.1764
209,3.5119,1.1706
210,3.5683,1.1894
211,3.539,1.1797
212,3.5905,1.1968
213,3.631,1.2103
214,3.6023,1.2008
215,3.6097,1.2032
216,3.604,1.2013
217,3.6323,1.2108
218,3.6278,1.2093
219,3.6709,1.2236
220,3.683,1.2277
221,3.7009,1.2336
222,3.765,1.255
223,3.7532,1.2511
224,3.7688,1.2563
225,3.8108,1.2703
226,3.762,1.254
227,3.8292,1.2764
228,3.818,1.2727
229,3.8335,1.2778
230,3.8741,1.2914
231,3.9197,1.3066
232,3.8699,1.29
233,3.9339,1.3113
234,3.9735,1.3245
235,3.9199,1.3066
236,3.9465,1.3155
237,3.983,1.3277
238,4.039,1.3463
239,4.0168,1.3389
240,4.011,1.337
241,4.0534,1.3511
242,4.0741,1.358
243,4.0746,1.3582
244,4.0515,1.3505
245,4.1369,1.379
246,4.134,1.378
247,4.1381,1.3794
248,4.1232,1.3744
249,4.1692,1.3897
250,4.1734,1.3911
251,4.187,1.3957
252,4.2647,1.4216
253,4.2393,1.4131
254,4.222,1.4073
255,4.2708,1.4236
256,4.3275,1.4425
257,4.2832,1.4277
258,4.3746,1.4582
259,4.3319,1.444
260,4.3496,1.4499
261,4.3538,1.4513
262,4.4267,1.4756
263,4.3737,1.4579
264,4.4783,1.4928
265,4.4158,1.4719
266,4.4453,1.4818
267,4.502,1.5007
268,4.4641,1.488
269,4.5179,1.506
270,4.5555,1.5185
271,4.5929,1.531
272,4.5899,1.53
273,4.6083,1.5361
274,4.5907,1.5302
275,4.5906,1.5302
276,4.6354,1.5451
277,4.6219,1.5406
278,4.7009,1.567
279,4.6996,1.5665
280,4.7316,1.5772
281,4.7461,1.582
282,4.7302,1.5767
283,4.731,1.577
284,4.7854,1.5951
285,4.832,1.6107
286,4.827,1.609
287,4.8496,1.6165
288,4.8539,1.618
289,4.8595,1.6198
290,4.892,1.6307
291,4.883,1.6277
292,4.9365,1.6455
293,4.8735,1.6245
294,4.9802,1.6601
295,4.9099,1.6366
296,4.9714,1.6571
297,4.9736,1.6579
298,4.9607,1.6536
299,5.0391,1.6797
300,5.0447,1.6816
301,5.0783,1.6928
302,5.0733,1.6911
303,5.1145,1.7048
304,5.1077,1.7026
305,5.1611,1.7204
306,5.1705,1.7235
307,5.1508,1.7169
308,5.1955,1.7318
309,5.1806,1.7269
310,5.2329,1.7443
311,5.1989,1.733
312,5.2809,1.7603
313,5.2278,1.7426
314,5.2239,1.7413
315,5.3085,1.7695
316,5.3331,1.7777
317,5.3589,1.7863
318,5.316,1.772
319,5.3804,1.7935
320,5.3705,1.7902
321,5.3797,1.7932
322,5.4321,1.8107
323,5.4619,1.8206
324,5.391,1.797
325,5.4709,1.8236
326,5.4402,1.8134
327,5.4732,1.8244
328,5.4768,1.8256
329,5.5499,1.85
330,5.5829,1.861
331,5.565,1.855
332,5.5871,1.8624
333,5.6266,1.8755
334,5.6188,1.8729
335,5.6235,1.8745
336,5.6214,1.8738
337,5.6635,1.8878
338,5.653,1.8843
339,5.6741,1.8914
340,5.6869,1.8956
341,5.7135,1.9045
342,5.7337,1.9112
343,5.7911,1.9304
344,5.7373,1.9124
345,5.7672,1.9224
346,5.8074,1.9358
347,5.8154,1.9385
348,5.8096,1.9365
349,5.858,1.9527
350,5.9045,1.9682
351,5.8394,1.9465
352,5.8941,1.9647
353,5.8751,1.9584
354,5.9397,1.9799
355,5.9539,1.9846
356,5.9935,1.9978
357,5.9566,1.9855
358,6.0087,2.0029
359,6.0126,2.0042
360,6.0694,2.0231
361,6.0661,2.022
362,6.0521,2.0174
363,6.0681,2.0227
364,6.0754,2.0251
365,6.1619,2.054
366,6.1132,2.0377
367,6.1158,2.0386
368,6.1528,2.0509
369,6.2075,2.0692
370,6.2206,2.0735
371,6.2368,2.0789
372,6.184,2.0613
373,6.2374,2.0791
374,6.3068,2.1023
375,6.2652,2.0884
376,6.3097,2.1032
377,6.2964,2.0988
378,6.2958,2.0986
379,6.3388,2.1129
380,6.3984,2.1328
381,6.4315,2.1438
382,6.4362,2.1454
383,6.375,2.125
384,6.4171,2.139
385,6.4236,2.1412
386,6.4484,2.1495
387,6.5318,2.1773
388,6.5048,2.1683
389,6.5416,2.1805
390,6.5675,2.1892
391,6.5167,2.1722
392,6.607,2.2023
393,6.5438,2.1813
394,6.6245,2.2082
395,6.6396,2.2132
396,6.6551,2.2184
397,6.6133,2.2044
398,6.6612,2.2204
399,6.6842,2.2281
400,6.703,2.2343
401,6.7526,2.2509
402,6.7511,2.2504
403,6.7806,2.2602
404,6.7698,2.2566
405,6.8289,2.2763
406,6.7567,2.2522
407,6.8208,2.2736
408,6.8115,2.2705
409,6.8481,2.2827
410,6.8852,2.2951
411,6.8542,2.2847
412,6.9108,2.3036
413,6.8993,2.2998
414,6.9714,2.3238
415,6.9133,2.3044
416,6.9269,2.309
417,7.0292,2.3431
418,6.9653,2.3218
419,6.9819,2.3273
420,6.9989,2.333
421,7.009,2.3363
422,7.0621,2.354
423,7.1002,2.3667
424,7.1331,2.3777
425,7.1457,2.3819
426,7.1546,2.3849
427,7.1473,2.3824
428,7.1875,2.3958
429,7.2291,2.4097
430,7.2006,2.4002
431,7.1972,2.3991
